iter, x, y, z
740000 0.0 0.0 2.3878091858705357
750000 0.0 0.0 2.634505602948693
760000 0.0 0.0 2.7734020200268494
770000 0.0 0.0 2.804937020424973
780000 0.0 0.0 2.7421798175031036
790000 0.0 0.0 2.591222614581251
800000 0.0 0.0 2.352065411659416
810000 0.0 0.0 2.0247082087375987
820000 0.0 0.0 1.6091510058156953
830000 0.0 0.0 1.1053938028933894
840000 0.0 0.0 1.230034985834704
850000 0.0 0.0 1.6356479330095122
860000 0.0 0.0 1.9334608801843716
870000 0.0 0.0 2.1234738273593106
880000 0.0 0.0 2.2056867745341893
890000 0.0 0.0 2.1854278349050684
900000 0.0 0.0 2.076292842079964
910000 0.0 0.0 1.8789578492548766
920000 0.0 0.0 1.5934228564298067
930000 0.0 0.0 1.2196878636047446
940000 0.0 0.0 1.066805532489429
950000 0.0 0.0 1.4130406047554567
960000 0.0 0.0 1.6514756770216021
970000 0.0 0.0 1.7821107492877284
980000 0.0 0.0 1.8057595196698237
990000 0.0 0.0 1.7362423319359337
1000000 0.0 0.0 1.578525144202061
1010000 0.0 0.0 1.332607956468205
1020000 0.0 0.0 0.9984910950854576
1030000 0.0 0.0 1.2036023621097431
1040000 0.0 0.0 1.4196768344913522
1050000 0.0 0.0 1.5279513068729162
1060000 0.0 0.0 1.5308323632944683
1070000 0.0 0.0 1.4430196156760313
1080000 0.0 0.0 1.2670068680576123
1090000 0.0 0.0 1.0027941204392101
1100000 0.0 0.0 1.1591945768038807
1110000 0.0 0.0 1.314616907172213
1120000 0.0 0.0 1.3622724895284934
1130000 0.0 0.0 1.3130365198967855
1140000 0.0 0.0 1.1756005502650937
1150000 0.0 0.0 0.974379550979722
1160000 0.0 0.0 1.15541541323486
1170000 0.0 0.0 1.2384864089772287
1180000 0.0 0.0 1.2189705286356
1190000 0.0 0.0 1.1105367843779868
1200000 0.0 0.0 1.0076556515712456
1210000 0.0 0.0 1.1362396551070713
1220000 0.0 0.0 1.1579482016188725
1230000 0.0 0.0 1.086752345154684
1240000 0.0 0.0 1.0066417311290063
1250000 0.0 0.0 1.1008167411644796
1260000 0.0 0.0 1.0910364315359489
1270000 0.0 0.0 0.9921244921868584
1280000 0.0 0.0 1.0615126686488439
1290000 0.0 0.0 1.0589226262708802
1300000 0.0 0.0 0.9921197459579459
1310000 0.0 0.0 1.04820843092196
1320000 0.0 0.0 1.0065598390935315
1330000 0.0 0.0 1.0299063508620496
1340000 0.0 0.0 1.0040815891675148
1350000 0.0 0.0 1.0211999875752065
1360000 0.0 0.0 0.9942886720495063
1370000 0.0 0.0 1.0078430168739556
1380000 0.0 0.0 1.0092385638962689
1390000 0.0 0.0 1.0046172832636258
1400000 0.0 0.0 1.0017263489159187
1410000 0.0 0.0 1.0016013231775645
1420000 0.0 0.0 1.001331361306698
1430000 0.0 0.0 0.9978997130468523
1440000 0.0 0.0 0.9994563942183236
1450000 0.0 0.0 0.9984977944542088
1460000 0.0 0.0 0.9992362252347798
1470000 0.0 0.0 0.9986597122622709
1480000 0.0 0.0 0.9991081615813703
1490000 0.0 0.0 0.9987604950862645
1500000 0.0 0.0 0.9990291822051588
1510000 0.0 0.0 0.9988221207726058
1520000 0.0 0.0 0.9989812879890981
1530000 0.0 0.0 0.9988592447551612
1540000 0.0 0.0 0.9989526221766578
1550000 0.0 0.0 0.9988813211493467
1560000 0.0 0.0 0.9989356554420946
1570000 0.0 0.0 0.9988943284892887
1580000 0.0 0.0 0.9989257050735714
1590000 0.0 0.0 0.9989019222855423
1600000 0.0 0.0 0.9989199206007081
1610000 0.0 0.0 0.9989063210727449
1620000 0.0 0.0 0.9989165817304757
1630000 0.0 0.0 0.9989088503977637
1640000 0.0 0.0 0.9989146679988441
1650000 0.0 0.0 0.9989102964583219
1660000 0.0 0.0 0.9989135771947635
1670000 0.0 0.0 0.9989111180383738
1680000 0.0 0.0 0.998912959098578
1690000 0.0 0.0 0.9989115824165482
1700000 0.0 0.0 0.9989126106451319
1710000 0.0 0.0 0.9989118435331453
1720000 0.0 0.0 0.9989124151928629
1730000 0.0 0.0 0.9989119896628325
1740000 0.0 0.0 0.99891230607764
1750000 0.0 0.0 0.998912071049468
1760000 0.0 0.0 0.9989122454352288
1770000 0.0 0.0 0.9989121161834934
1780000 0.0 0.0 0.9989122118826242
1790000 0.0 0.0 0.9989121410941736
1800000 0.0 0.0 0.9989121934106304
1810000 0.0 0.0 0.9989121547797903
1820000 0.0 0.0 0.998912183279943
1830000 0.0 0.0 0.9989121622722237
1840000 0.0 0.0 0.9989121777436286
1850000 0.0 0.0 0.9989121663596513
1860000 0.0 0.0 0.9989121747282689
1870000 0.0 0.0 0.9989121685819289
1880000 0.0 0.0 0.9989121730918553
1890000 0.0 0.0 0.9989121697859219
1900000 0.0 0.0 0.9989121722069995
1910000 0.0 0.0 0.998912170435662
1920000 0.0 0.0 0.9989121717302806
1930000 0.0 0.0 0.998912170785078
1940000 0.0 0.0 0.9989121714744458
1950000 0.0 0.0 0.9989121709722082
1960000 0.0 0.0 0.9989121713377147
1970000 0.0 0.0 0.9989121710720392
1980000 0.0 0.0 0.9989121712649043
1990000 0.0 0.0 0.9989121711250717
2000000 0.0 0.0 0.9989121712263206
2010000 0.0 0.0 0.9989121711531056
2020000 0.0 0.0 0.9989121712059729
2030000 0.0 0.0 0.9989121711678591
2040000 0.0 0.0 0.9989121711952886
2050000 0.0 0.0 0.9989121711755855
2060000 0.0 0.0 0.9989121711897148
2070000 0.0 0.0 0.9989121711795994
2080000 0.0 0.0 0.998912171186831
2090000 0.0 0.0 0.9989121711816674
2100000 0.0 0.0 0.9989121711853498
2110000 0.0 0.0 0.998912171182739
2120000 0.0 0.0 0.9989121711845811
2130000 0.0 0.0 0.9989121711832972
2140000 0.0 0.0 0.9989121711841681
2150000 0.0 0.0 0.9989121711835593
2160000 0.0 0.0 0.9989121711839908
2170000 0.0 0.0 0.9989121711836966
2180000 0.0 0.0 0.9989121711839081
2190000 0.0 0.0 0.9989121711837713
2200000 0.0 0.0 0.998912171183881
2210000 0.0 0.0 0.9989121711838282
2220000 0.0 0.0 0.9989121711837516
2230000 0.0 0.0 0.9989121711838653
2240000 0.0 0.0 0.9989121711837812
2250000 0.0 0.0 0.9989121711837877
2260000 0.0 0.0 0.998912171183793
2270000 0.0 0.0 0.9989121711837975
2280000 0.0 0.0 0.9989121711838346
2290000 0.0 0.0 0.998912171183801
2300000 0.0 0.0 0.9989121711838314
2310000 0.0 0.0 0.9989121711838039
2320000 0.0 0.0 0.9989121711838287
2330000 0.0 0.0 0.9989121711838064
2340000 0.0 0.0 0.9989121711838266
2350000 0.0 0.0 0.9989121711838083
2360000 0.0 0.0 0.9989121711838083
2370000 0.0 0.0 0.9989121711838248
2380000 0.0 0.0 0.9989121711838099
2390000 0.0 0.0 0.9989121711838099
2400000 0.0 0.0 0.9989121711838234
2410000 0.0 0.0 0.9989121711838234
2420000 0.0 0.0 0.9989121711838111
2430000 0.0 0.0 0.9989121711838111
2440000 0.0 0.0 0.9989121711838223
2450000 0.0 0.0 0.9989121711838223
2460000 0.0 0.0 0.9989121711838123
2470000 0.0 0.0 0.9989121711838123
2480000 0.0 0.0 0.9989121711838123
2490000 0.0 0.0 0.9989121711838211
2500000 0.0 0.0 0.9989121711838211
2510000 0.0 0.0 0.9989121711838211
2520000 0.0 0.0 0.9989121711838131
2530000 0.0 0.0 0.9989121711838131
2540000 0.0 0.0 0.9989121711838131
2550000 0.0 0.0 0.9989121711838204
2560000 0.0 0.0 0.9989121711838204
2570000 0.0 0.0 0.9989121711838204
2580000 0.0 0.0 0.9989121711838204
2590000 0.0 0.0 0.9989121711838138
2600000 0.0 0.0 0.9989121711838138
2610000 0.0 0.0 0.9989121711838138
2620000 0.0 0.0 0.9989121711838138
2630000 0.0 0.0 0.9989121711838198
2640000 0.0 0.0 0.9989121711838198
2650000 0.0 0.0 0.9989121711838198
2660000 0.0 0.0 0.9989121711838198
2670000 0.0 0.0 0.9989121711838145
2680000 0.0 0.0 0.9989121711838145
2690000 0.0 0.0 0.9989121711838145
2700000 0.0 0.0 0.9989121711838145
2710000 0.0 0.0 0.9989121711838145
2720000 0.0 0.0 0.9989121711838193
2730000 0.0 0.0 0.9989121711838193
2740000 0.0 0.0 0.9989121711838193
2750000 0.0 0.0 0.9989121711838193
2760000 0.0 0.0 0.9989121711838193
2770000 0.0 0.0 0.9989121711838193
2780000 0.0 0.0 0.9989121711838149
2790000 0.0 0.0 0.9989121711838149
2800000 0.0 0.0 0.9989121711838149
2810000 0.0 0.0 0.9989121711838149
2820000 0.0 0.0 0.9989121711838149
2830000 0.0 0.0 0.9989121711838149
2840000 0.0 0.0 0.9989121711838188
2850000 0.0 0.0 0.9989121711838188
2860000 0.0 0.0 0.9989121711838188
2870000 0.0 0.0 0.9989121711838188
2880000 0.0 0.0 0.9989121711838188
2890000 0.0 0.0 0.9989121711838188
2900000 0.0 0.0 0.9989121711838188
2910000 0.0 0.0 0.9989121711838154
2920000 0.0 0.0 0.9989121711838154
2930000 0.0 0.0 0.9989121711838154
2940000 0.0 0.0 0.9989121711838154
2950000 0.0 0.0 0.9989121711838154
2960000 0.0 0.0 0.9989121711838154
2970000 0.0 0.0 0.9989121711838154
2980000 0.0 0.0 0.9989121711838185
2990000 0.0 0.0 0.9989121711838185
3000000 0.0 0.0 0.9989121711838185
3010000 0.0 0.0 0.9989121711838185
3020000 0.0 0.0 0.9989121711838185
3030000 0.0 0.0 0.9989121711838185
3040000 0.0 0.0 0.9989121711838185
3050000 0.0 0.0 0.9989121711838185
3060000 0.0 0.0 0.9989121711838185
3070000 0.0 0.0 0.9989121711838156
3080000 0.0 0.0 0.9989121711838156
3090000 0.0 0.0 0.9989121711838156
3100000 0.0 0.0 0.9989121711838156
3110000 0.0 0.0 0.9989121711838156
3120000 0.0 0.0 0.9989121711838156
3130000 0.0 0.0 0.9989121711838156
3140000 0.0 0.0 0.9989121711838156
3150000 0.0 0.0 0.9989121711838156
3160000 0.0 0.0 0.9989121711838183
3170000 0.0 0.0 0.9989121711838183
3180000 0.0 0.0 0.9989121711838183
3190000 0.0 0.0 0.9989121711838183
3200000 0.0 0.0 0.9989121711838183
3210000 0.0 0.0 0.9989121711838183
3220000 0.0 0.0 0.9989121711838183
3230000 0.0 0.0 0.9989121711838183
3240000 0.0 0.0 0.9989121711838183
3250000 0.0 0.0 0.9989121711838158
3260000 0.0 0.0 0.9989121711838158
3270000 0.0 0.0 0.9989121711838158
3280000 0.0 0.0 0.9989121711838158
3290000 0.0 0.0 0.9989121711838158
3300000 0.0 0.0 0.9989121711838158
3310000 0.0 0.0 0.9989121711838158
3320000 0.0 0.0 0.9989121711838158
3330000 0.0 0.0 0.9989121711838158
3340000 0.0 0.0 0.9989121711838158
3350000 0.0 0.0 0.9989121711838158
3360000 0.0 0.0 0.998912171183818
3370000 0.0 0.0 0.998912171183818
3380000 0.0 0.0 0.998912171183818
3390000 0.0 0.0 0.998912171183818
3400000 0.0 0.0 0.998912171183818
3410000 0.0 0.0 0.998912171183818
3420000 0.0 0.0 0.998912171183818
3430000 0.0 0.0 0.998912171183818
3440000 0.0 0.0 0.998912171183818
3450000 0.0 0.0 0.998912171183818
3460000 0.0 0.0 0.998912171183818
3470000 0.0 0.0 0.998912171183818
3480000 0.0 0.0 0.998912171183816
3490000 0.0 0.0 0.998912171183816
3500000 0.0 0.0 0.998912171183816
3510000 0.0 0.0 0.998912171183816
3520000 0.0 0.0 0.998912171183816
3530000 0.0 0.0 0.998912171183816
3540000 0.0 0.0 0.998912171183816
3550000 0.0 0.0 0.998912171183816
3560000 0.0 0.0 0.998912171183816
3570000 0.0 0.0 0.998912171183816
3580000 0.0 0.0 0.998912171183816
3590000 0.0 0.0 0.998912171183816
3600000 0.0 0.0 0.998912171183816
3610000 0.0 0.0 0.9989121711838178
3620000 0.0 0.0 0.9989121711838178
3630000 0.0 0.0 0.9989121711838178
3640000 0.0 0.0 0.9989121711838178
3650000 0.0 0.0 0.9989121711838178
3660000 0.0 0.0 0.9989121711838178
3670000 0.0 0.0 0.9989121711838178
3680000 0.0 0.0 0.9989121711838178
3690000 0.0 0.0 0.9989121711838178
3700000 0.0 0.0 0.9989121711838178
3710000 0.0 0.0 0.9989121711838178
3720000 0.0 0.0 0.9989121711838178
3730000 0.0 0.0 0.9989121711838178
3740000 0.0 0.0 0.9989121711838178
3750000 0.0 0.0 0.9989121711838178
3760000 0.0 0.0 0.9989121711838163
3770000 0.0 0.0 0.9989121711838163
3780000 0.0 0.0 0.9989121711838163
3790000 0.0 0.0 0.9989121711838163
3800000 0.0 0.0 0.9989121711838163
3810000 0.0 0.0 0.9989121711838163
3820000 0.0 0.0 0.9989121711838163
3830000 0.0 0.0 0.9989121711838163
3840000 0.0 0.0 0.9989121711838163
3850000 0.0 0.0 0.9989121711838163
3860000 0.0 0.0 0.9989121711838163
3870000 0.0 0.0 0.9989121711838163
3880000 0.0 0.0 0.9989121711838163
3890000 0.0 0.0 0.9989121711838163
3900000 0.0 0.0 0.9989121711838163
3910000 0.0 0.0 0.9989121711838163
3920000 0.0 0.0 0.9989121711838163
3930000 0.0 0.0 0.9989121711838176
3940000 0.0 0.0 0.9989121711838176
3950000 0.0 0.0 0.9989121711838176
3960000 0.0 0.0 0.9989121711838176
3970000 0.0 0.0 0.9989121711838176
3980000 0.0 0.0 0.9989121711838176
3990000 0.0 0.0 0.9989121711838176
4000000 0.0 0.0 0.9989121711838176
4010000 0.0 0.0 0.9989121711838176
4020000 0.0 0.0 0.9989121711838176
4030000 0.0 0.0 0.9989121711838176
4040000 0.0 0.0 0.9989121711838176
4050000 0.0 0.0 0.9989121711838176
4060000 0.0 0.0 0.9989121711838176
4070000 0.0 0.0 0.9989121711838176
4080000 0.0 0.0 0.9989121711838176
4090000 0.0 0.0 0.9989121711838176
4100000 0.0 0.0 0.9989121711838176
4110000 0.0 0.0 0.9989121711838176
4120000 0.0 0.0 0.9989121711838176
4130000 0.0 0.0 0.9989121711838176
4140000 0.0 0.0 0.9989121711838164
4150000 0.0 0.0 0.9989121711838164
4160000 0.0 0.0 0.9989121711838164
4170000 0.0 0.0 0.9989121711838164
4180000 0.0 0.0 0.9989121711838164
4190000 0.0 0.0 0.9989121711838164
4200000 0.0 0.0 0.9989121711838164
4210000 0.0 0.0 0.9989121711838164
4220000 0.0 0.0 0.9989121711838164
4230000 0.0 0.0 0.9989121711838164
4240000 0.0 0.0 0.9989121711838164
4250000 0.0 0.0 0.9989121711838164
4260000 0.0 0.0 0.9989121711838164
4270000 0.0 0.0 0.9989121711838164
4280000 0.0 0.0 0.9989121711838164
4290000 0.0 0.0 0.9989121711838164
4300000 0.0 0.0 0.9989121711838164
4310000 0.0 0.0 0.9989121711838164
4320000 0.0 0.0 0.9989121711838164
4330000 0.0 0.0 0.9989121711838164
4340000 0.0 0.0 0.9989121711838175
4350000 0.0 0.0 0.9989121711838175
4360000 0.0 0.0 0.9989121711838175
4370000 0.0 0.0 0.9989121711838175
4380000 0.0 0.0 0.9989121711838175
4390000 0.0 0.0 0.9989121711838175
4400000 0.0 0.0 0.9989121711838175
4410000 0.0 0.0 0.9989121711838175
4420000 0.0 0.0 0.9989121711838175
4430000 0.0 0.0 0.9989121711838175
4440000 0.0 0.0 0.9989121711838175
4450000 0.0 0.0 0.9989121711838175
4460000 0.0 0.0 0.9989121711838175
4470000 0.0 0.0 0.9989121711838175
4480000 0.0 0.0 0.9989121711838175
4490000 0.0 0.0 0.9989121711838175
4500000 0.0 0.0 0.9989121711838175
4510000 0.0 0.0 0.9989121711838175
4520000 0.0 0.0 0.9989121711838175
4530000 0.0 0.0 0.9989121711838175
4540000 0.0 0.0 0.9989121711838175
4550000 0.0 0.0 0.9989121711838175
4560000 0.0 0.0 0.9989121711838175
4570000 0.0 0.0 0.9989121711838175
4580000 0.0 0.0 0.9989121711838175
4590000 0.0 0.0 0.9989121711838166
4600000 0.0 0.0 0.9989121711838166
4610000 0.0 0.0 0.9989121711838166
4620000 0.0 0.0 0.9989121711838166
4630000 0.0 0.0 0.9989121711838166
4640000 0.0 0.0 0.9989121711838166
4650000 0.0 0.0 0.9989121711838166
4660000 0.0 0.0 0.9989121711838166
4670000 0.0 0.0 0.9989121711838166
4680000 0.0 0.0 0.9989121711838166
4690000 0.0 0.0 0.9989121711838166
4700000 0.0 0.0 0.9989121711838166
4710000 0.0 0.0 0.9989121711838166
4720000 0.0 0.0 0.9989121711838166
4730000 0.0 0.0 0.9989121711838166
4740000 0.0 0.0 0.9989121711838166
4750000 0.0 0.0 0.9989121711838166
4760000 0.0 0.0 0.9989121711838166
4770000 0.0 0.0 0.9989121711838166
4780000 0.0 0.0 0.9989121711838166
4790000 0.0 0.0 0.9989121711838166
4800000 0.0 0.0 0.9989121711838166
4810000 0.0 0.0 0.9989121711838166
4820000 0.0 0.0 0.9989121711838166
4830000 0.0 0.0 0.9989121711838166
4840000 0.0 0.0 0.9989121711838166
4850000 0.0 0.0 0.9989121711838166
4860000 0.0 0.0 0.9989121711838166
4870000 0.0 0.0 0.9989121711838166
4880000 0.0 0.0 0.9989121711838166
4890000 0.0 0.0 0.9989121711838166
4900000 0.0 0.0 0.9989121711838166
4910000 0.0 0.0 0.9989121711838174
4920000 0.0 0.0 0.9989121711838174
4930000 0.0 0.0 0.9989121711838174
4940000 0.0 0.0 0.9989121711838174
4950000 0.0 0.0 0.9989121711838174
4960000 0.0 0.0 0.9989121711838174
4970000 0.0 0.0 0.9989121711838174
4980000 0.0 0.0 0.9989121711838174
4990000 0.0 0.0 0.9989121711838174
5000000 0.0 0.0 0.9989121711838174
5010000 0.0 0.0 0.9989121711838174
5020000 0.0 0.0 0.9989121711838174
5030000 0.0 0.0 0.9989121711838174
5040000 0.0 0.0 0.9989121711838174
5050000 0.0 0.0 0.9989121711838174
5060000 0.0 0.0 0.9989121711838174
5070000 0.0 0.0 0.9989121711838174
5080000 0.0 0.0 0.9989121711838174
5090000 0.0 0.0 0.9989121711838174
5100000 0.0 0.0 0.9989121711838174
5110000 0.0 0.0 0.9989121711838174
5120000 0.0 0.0 0.9989121711838174
5130000 0.0 0.0 0.9989121711838174
5140000 0.0 0.0 0.9989121711838174
5150000 0.0 0.0 0.9989121711838174
5160000 0.0 0.0 0.9989121711838174
5170000 0.0 0.0 0.9989121711838174
5180000 0.0 0.0 0.9989121711838174
5190000 0.0 0.0 0.9989121711838174
5200000 0.0 0.0 0.9989121711838174
5210000 0.0 0.0 0.9989121711838174
5220000 0.0 0.0 0.9989121711838174
5230000 0.0 0.0 0.9989121711838166
5240000 0.0 0.0 0.9989121711838166
5250000 0.0 0.0 0.9989121711838166
5260000 0.0 0.0 0.9989121711838166
5270000 0.0 0.0 0.9989121711838166
5280000 0.0 0.0 0.9989121711838166
5290000 0.0 0.0 0.9989121711838166
5300000 0.0 0.0 0.9989121711838166
5310000 0.0 0.0 0.9989121711838166
5320000 0.0 0.0 0.9989121711838166
5330000 0.0 0.0 0.9989121711838166
5340000 0.0 0.0 0.9989121711838166
5350000 0.0 0.0 0.9989121711838166
5360000 0.0 0.0 0.9989121711838166
5370000 0.0 0.0 0.9989121711838166
5380000 0.0 0.0 0.9989121711838166
5390000 0.0 0.0 0.9989121711838166
5400000 0.0 0.0 0.9989121711838166
5410000 0.0 0.0 0.9989121711838166
5420000 0.0 0.0 0.9989121711838166
5430000 0.0 0.0 0.9989121711838166
5440000 0.0 0.0 0.9989121711838166
5450000 0.0 0.0 0.9989121711838166
5460000 0.0 0.0 0.9989121711838166
5470000 0.0 0.0 0.9989121711838166
5480000 0.0 0.0 0.9989121711838166
5490000 0.0 0.0 0.9989121711838166
5500000 0.0 0.0 0.9989121711838166
5510000 0.0 0.0 0.9989121711838166
5520000 0.0 0.0 0.9989121711838166
5530000 0.0 0.0 0.9989121711838166
5540000 0.0 0.0 0.9989121711838166
5550000 0.0 0.0 0.9989121711838174
5560000 0.0 0.0 0.9989121711838174
5570000 0.0 0.0 0.9989121711838174
5580000 0.0 0.0 0.9989121711838174
5590000 0.0 0.0 0.9989121711838174
5600000 0.0 0.0 0.9989121711838174
5610000 0.0 0.0 0.9989121711838174
5620000 0.0 0.0 0.9989121711838174
5630000 0.0 0.0 0.9989121711838174
5640000 0.0 0.0 0.9989121711838174
5650000 0.0 0.0 0.9989121711838174
5660000 0.0 0.0 0.9989121711838174
5670000 0.0 0.0 0.9989121711838174
5680000 0.0 0.0 0.9989121711838174
5690000 0.0 0.0 0.9989121711838174
5700000 0.0 0.0 0.9989121711838174
5710000 0.0 0.0 0.9989121711838174
5720000 0.0 0.0 0.9989121711838174
5730000 0.0 0.0 0.9989121711838174
5740000 0.0 0.0 0.9989121711838174
5750000 0.0 0.0 0.9989121711838174
5760000 0.0 0.0 0.9989121711838174
5770000 0.0 0.0 0.9989121711838174
5780000 0.0 0.0 0.9989121711838174
5790000 0.0 0.0 0.9989121711838174
5800000 0.0 0.0 0.9989121711838174
5810000 0.0 0.0 0.9989121711838174
5820000 0.0 0.0 0.9989121711838174
5830000 0.0 0.0 0.9989121711838174
5840000 0.0 0.0 0.9989121711838174
5850000 0.0 0.0 0.9989121711838174
5860000 0.0 0.0 0.9989121711838174
5870000 0.0 0.0 0.9989121711838166
5880000 0.0 0.0 0.9989121711838166
5890000 0.0 0.0 0.9989121711838166
5900000 0.0 0.0 0.9989121711838166
5910000 0.0 0.0 0.9989121711838166
5920000 0.0 0.0 0.9989121711838166
5930000 0.0 0.0 0.9989121711838166
5940000 0.0 0.0 0.9989121711838166
5950000 0.0 0.0 0.9989121711838166
5960000 0.0 0.0 0.9989121711838166
5970000 0.0 0.0 0.9989121711838166
5980000 0.0 0.0 0.9989121711838166
5990000 0.0 0.0 0.9989121711838166
6000000 0.0 0.0 0.9989121711838166
6010000 0.0 0.0 0.9989121711838166
6020000 0.0 0.0 0.9989121711838166
6030000 0.0 0.0 0.9989121711838166
6040000 0.0 0.0 0.9989121711838166
6050000 0.0 0.0 0.9989121711838166
6060000 0.0 0.0 0.9989121711838166
6070000 0.0 0.0 0.9989121711838166
6080000 0.0 0.0 0.9989121711838166
6090000 0.0 0.0 0.9989121711838166
6100000 0.0 0.0 0.9989121711838166
6110000 0.0 0.0 0.9989121711838166
6120000 0.0 0.0 0.9989121711838166
6130000 0.0 0.0 0.9989121711838166
6140000 0.0 0.0 0.9989121711838166
6150000 0.0 0.0 0.9989121711838166
6160000 0.0 0.0 0.9989121711838166
6170000 0.0 0.0 0.9989121711838166
6180000 0.0 0.0 0.9989121711838166
6190000 0.0 0.0 0.9989121711838174
6200000 0.0 0.0 0.9989121711838174
6210000 0.0 0.0 0.9989121711838174
6220000 0.0 0.0 0.9989121711838174
6230000 0.0 0.0 0.9989121711838174
6240000 0.0 0.0 0.9989121711838174
6250000 0.0 0.0 0.9989121711838174
6260000 0.0 0.0 0.9989121711838174
6270000 0.0 0.0 0.9989121711838174
6280000 0.0 0.0 0.9989121711838174
6290000 0.0 0.0 0.9989121711838174
6300000 0.0 0.0 0.9989121711838174
6310000 0.0 0.0 0.9989121711838174
6320000 0.0 0.0 0.9989121711838174
6330000 0.0 0.0 0.9989121711838174
6340000 0.0 0.0 0.9989121711838174
6350000 0.0 0.0 0.9989121711838174
6360000 0.0 0.0 0.9989121711838174
6370000 0.0 0.0 0.9989121711838174
6380000 0.0 0.0 0.9989121711838174
6390000 0.0 0.0 0.9989121711838174
6400000 0.0 0.0 0.9989121711838174
6410000 0.0 0.0 0.9989121711838174
6420000 0.0 0.0 0.9989121711838174
6430000 0.0 0.0 0.9989121711838174
6440000 0.0 0.0 0.9989121711838174
6450000 0.0 0.0 0.9989121711838174
6460000 0.0 0.0 0.9989121711838174
6470000 0.0 0.0 0.9989121711838174
6480000 0.0 0.0 0.9989121711838174
6490000 0.0 0.0 0.9989121711838174
6500000 0.0 0.0 0.9989121711838174
6510000 0.0 0.0 0.9989121711838166
6520000 0.0 0.0 0.9989121711838166
6530000 0.0 0.0 0.9989121711838166
6540000 0.0 0.0 0.9989121711838166
6550000 0.0 0.0 0.9989121711838166
6560000 0.0 0.0 0.9989121711838166
6570000 0.0 0.0 0.9989121711838166
6580000 0.0 0.0 0.9989121711838166
6590000 0.0 0.0 0.9989121711838166
6600000 0.0 0.0 0.9989121711838166
6610000 0.0 0.0 0.9989121711838166
6620000 0.0 0.0 0.9989121711838166
6630000 0.0 0.0 0.9989121711838166
6640000 0.0 0.0 0.9989121711838166
6650000 0.0 0.0 0.9989121711838166
6660000 0.0 0.0 0.9989121711838166
6670000 0.0 0.0 0.9989121711838166
6680000 0.0 0.0 0.9989121711838166
6690000 0.0 0.0 0.9989121711838166
6700000 0.0 0.0 0.9989121711838166
6710000 0.0 0.0 0.9989121711838166
6720000 0.0 0.0 0.9989121711838166
6730000 0.0 0.0 0.9989121711838166
6740000 0.0 0.0 0.9989121711838166
6750000 0.0 0.0 0.9989121711838166
